Lead_ID,Source,Program_Interested,Date_Enquired,Call_Attended,Demo_Attended,Follow_Ups,Days_to_First_Contact,Counselor_Name,Lead_Score,Converted
L00331,WhatsApp,BCA,2025-03-06,No,No,2,3,Counselor_35,24,No
L00332,Facebook,BCA,2025-03-18,Yes,Yes,2,5,Counselor_43,65,Yes
L00333,Website,BA,2025-03-24,Yes,Yes,3,3,Counselor_7,21,No
L00334,Instagram,MCOM,2025-01-29,Yes,Yes,5,5,Counselor_37,48,No
L00335,YouTube,PGDM,2025-02-20,Yes,No,6,4,Counselor_10,64,No
L00336,Website,BCOM,2025-01-14,Yes,No,1,0,Counselor_47,38,No
L00337,Facebook,MCOM,2025-02-13,Yes,Yes,4,2,Counselor_31,32,No
L00338,YouTube,BCOM,2025-02-10,Yes,Yes,6,0,Counselor_2,63,No
L00339,LinkedIn,MA,2025-03-08,Yes,Yes,5,3,Counselor_30,49,No
L00340,WhatsApp,BSC,2025-01-24,Yes,No,4,0,Counselor_48,45,No
L00341,YouTube,BA,2025-02-24,Yes,No,2,2,Counselor_49,28,No
L00342,Instagram,BCA,2025-01-24,Yes,Yes,1,2,Counselor_43,82,No
L00343,Facebook,BA,2025-02-19,Yes,Yes,3,2,Counselor_30,42,No
L00344,Google Ads,BA,2025-03-17,Yes,Yes,1,1,Counselor_20,34,No
L00345,LinkedIn,PGDM,2025-03-30,Yes,Yes,5,1,Counselor_37,69,Yes
L00346,YouTube,BSC,2025-03-10,Yes,No,2,4,Counselor_11,82,No
L00347,Google Ads,MCA,2025-01-24,Yes,Yes,1,2,Counselor_1,82,Yes
L00348,WhatsApp,BCA,2025-03-06,Yes,Yes,4,3,Counselor_46,76,Yes
L00349,Instagram,BA,2025-01-04,No,No,0,2,Counselor_3,55,No
L00350,Referral,BCA,2025-02-06,Yes,Yes,6,3,Counselor_36,85,Yes
L00351,Instagram,MCOM,2025-04-10,Yes,No,5,0,Counselor_49,76,No
L00352,Referral,PGCP,2025-01-14,No,No,2,1,Counselor_20,24,No
L00353,YouTube,MCOM,2025-02-14,No,No,0,3,Counselor_8,50,No
L00354,Referral,BA,2025-03-30,Yes,No,6,3,Counselor_11,37,No
L00355,Referral,MA,2025-04-14,Yes,Yes,3,4,Counselor_35,41,No
L00356,Facebook,MCOM,2025-02-07,Yes,No,5,5,Counselor_7,37,No
L00357,WhatsApp,MBA,2025-02-05,No,No,0,5,Counselor_9,51,No
L00358,LinkedIn,PGDM,2025-04-17,Yes,No,4,3,Counselor_10,93,No
L00359,Google Ads,BSC,2025-02-23,Yes,Yes,1,3,Counselor_33,55,No
L00360,Facebook,BCOM,2025-03-04,Yes,Yes,6,0,Counselor_47,78,No
L00361,Facebook,MSC,2025-04-12,Yes,Yes,4,1,Counselor_32,54,No
L00362,Facebook,MCOM,2025-02-13,Yes,Yes,4,2,Counselor_44,26,No
L00363,Website,MSC,2025-03-22,No,No,1,0,Counselor_8,40,No
L00364,YouTube,BCOM,2025-01-01,No,No,1,1,Counselor_45,36,No
L00365,Google Ads,MCA,2025-04-22,No,No,1,0,Counselor_42,66,No
L00366,Google Ads,MSC,2025-02-17,Yes,No,1,3,Counselor_41,59,No
L00367,Referral,PGCP,2025-03-25,Yes,Yes,2,3,Counselor_5,36,No
L00368,Referral,BCA,2025-03-29,Yes,Yes,3,0,Counselor_28,36,No
L00369,YouTube,MSC,2025-01-30,Yes,No,1,0,Counselor_21,67,No
L00370,Google Ads,MCA,2025-02-18,No,No,0,5,Counselor_44,38,No
L00371,Instagram,BCA,2025-03-14,Yes,No,4,2,Counselor_47,47,No
L00372,LinkedIn,PGCP,2025-03-20,Yes,No,1,0,Counselor_9,35,No
L00373,WhatsApp,PGDM,2025-02-24,Yes,Yes,3,5,Counselor_6,51,No
L00374,Google Ads,MBA,2025-04-19,No,No,1,1,Counselor_34,85,No
L00375,Referral,PGCP,2025-02-07,Yes,No,2,3,Counselor_25,34,No
L00376,Referral,BCOM,2025-03-23,Yes,Yes,1,2,Counselor_21,36,No
L00377,WhatsApp,BA,2025-02-23,Yes,No,4,0,Counselor_2,95,No
L00378,Instagram,MBA,2025-02-03,Yes,No,4,4,Counselor_19,84,No
L00379,WhatsApp,PGCP,2025-03-31,Yes,No,5,4,Counselor_10,55,No
L00380,Instagram,MCOM,2025-01-11,Yes,Yes,2,4,Counselor_21,70,No
L00381,Instagram,MCOM,2025-03-31,Yes,No,2,0,Counselor_16,31,No
L00382,WhatsApp,MSC,2025-02-28,Yes,Yes,6,5,Counselor_43,42,No
L00383,Instagram,MBA,2025-04-01,Yes,Yes,4,2,Counselor_34,86,No
L00384,Google Ads,MCA,2025-02-17,Yes,No,3,5,Counselor_8,23,No
L00385,Facebook,PGCP,2025-02-04,Yes,Yes,5,5,Counselor_5,83,Yes
L00386,Facebook,MBA,2025-03-05,No,No,0,2,Counselor_11,52,No
L00387,Instagram,BA,2025-03-28,No,No,0,5,Counselor_33,20,No
L00388,Website,MBA,2025-02-01,Yes,Yes,2,1,Counselor_3,90,No
L00389,WhatsApp,MA,2025-02-11,Yes,No,3,2,Counselor_5,93,No
L00390,Facebook,MSC,2025-03-06,Yes,Yes,2,4,Counselor_3,71,Yes
L00391,YouTube,MCOM,2025-04-10,No,No,1,0,Counselor_36,78,No
L00392,Website,PGDM,2025-01-26,Yes,No,6,4,Counselor_16,79,No
L00393,Facebook,BA,2025-03-05,No,No,0,5,Counselor_35,51,No
L00394,LinkedIn,MBA,2025-04-30,Yes,Yes,3,5,Counselor_45,21,No
L00395,Facebook,MBA,2025-04-08,Yes,No,6,2,Counselor_7,46,No
L00396,Referral,PGCP,2025-03-04,No,No,0,5,Counselor_18,31,No
L00397,Website,MA,2025-04-25,No,No,1,5,Counselor_24,78,No
L00398,Instagram,BA,2025-01-13,Yes,No,4,0,Counselor_38,92,No
L00399,Website,PGCP,2025-03-26,No,No,0,2,Counselor_17,60,No
L00400,WhatsApp,PGDM,2025-02-10,Yes,Yes,2,1,Counselor_50,94,Yes
L00401,Instagram,MCA,2025-02-27,Yes,Yes,5,2,Counselor_50,46,No
L00402,YouTube,MCOM,2025-03-01,Yes,Yes,2,5,Counselor_20,25,No
L00403,Referral,PGDM,2025-01-19,Yes,Yes,3,3,Counselor_33,26,No
L00404,Google Ads,MCOM,2025-04-15,No,No,0,3,Counselor_29,91,No
L00405,Referral,MSC,2025-03-01,Yes,No,1,0,Counselor_4,48,No
L00406,LinkedIn,MA,2025-04-16,Yes,No,6,0,Counselor_38,95,No
L00407,Google Ads,MSC,2025-01-03,No,No,0,5,Counselor_29,36,No
L00408,Instagram,PGDM,2025-01-16,Yes,Yes,2,4,Counselor_28,70,Yes
L00409,WhatsApp,BSC,2025-02-24,Yes,Yes,2,2,Counselor_18,77,No
L00410,Website,BA,2025-03-21,Yes,No,4,3,Counselor_36,81,No
L00411,Website,MSC,2025-02-05,Yes,Yes,6,4,Counselor_16,89,No
L00412,WhatsApp,PGDM,2025-03-03,Yes,Yes,5,4,Counselor_21,69,Yes
L00413,Website,PGDM,2025-03-18,Yes,No,3,0,Counselor_31,87,No
L00414,Facebook,BA,2025-01-30,No,No,0,1,Counselor_43,50,No
L00415,Google Ads,BCA,2025-04-15,No,No,2,0,Counselor_49,48,No
L00416,WhatsApp,PGDM,2025-04-30,No,No,0,1,Counselor_16,95,No
L00417,Facebook,PGDM,2025-04-27,Yes,No,3,4,Counselor_37,38,No
L00418,Referral,BCOM,2025-03-11,Yes,Yes,1,0,Counselor_15,48,No
L00419,Website,BCA,2025-03-03,Yes,No,2,1,Counselor_22,42,No
L00420,Facebook,MBA,2025-01-03,Yes,No,2,0,Counselor_34,66,No
L00421,Instagram,PGDM,2025-04-01,No,No,1,4,Counselor_7,63,No
L00422,Google Ads,PGDM,2025-01-18,No,No,2,3,Counselor_41,82,No
L00423,Facebook,MCA,2025-04-01,No,No,2,4,Counselor_23,48,No
L00424,LinkedIn,PGCP,2025-02-09,No,No,1,1,Counselor_12,20,No
L00425,WhatsApp,BA,2025-01-05,Yes,Yes,5,1,Counselor_41,92,Yes
L00426,YouTube,MCA,2025-02-12,No,No,0,2,Counselor_21,41,No
L00427,Instagram,BSC,2025-03-23,No,No,1,3,Counselor_1,53,No
L00428,Referral,MA,2025-03-30,Yes,Yes,1,5,Counselor_1,26,No
L00429,WhatsApp,BCOM,2025-04-04,Yes,Yes,4,3,Counselor_25,64,No
L00430,Instagram,BCOM,2025-04-11,No,No,2,5,Counselor_15,40,No
L00431,YouTube,MSC,2025-04-13,No,No,1,0,Counselor_21,53,No
L00432,Instagram,MSC,2025-02-13,Yes,Yes,6,0,Counselor_36,31,No
L00433,Facebook,BA,2025-03-20,No,No,2,0,Counselor_28,41,No
L00434,WhatsApp,MCA,2025-01-07,Yes,Yes,2,3,Counselor_45,90,No
L00435,Google Ads,BSC,2025-02-06,Yes,Yes,4,4,Counselor_36,82,Yes
L00436,Facebook,MBA,2025-02-24,Yes,No,6,4,Counselor_31,45,No
L00437,Instagram,MBA,2025-01-27,Yes,Yes,1,3,Counselor_8,59,No
L00438,WhatsApp,BCOM,2025-03-04,No,No,1,0,Counselor_42,89,No
L00439,WhatsApp,MCA,2025-02-17,No,No,1,1,Counselor_29,25,No
L00440,Google Ads,BCOM,2025-03-01,Yes,No,5,0,Counselor_10,32,No
L00441,Instagram,BSC,2025-02-14,No,No,1,4,Counselor_15,90,No
L00442,Website,PGCP,2025-04-15,Yes,No,6,3,Counselor_37,50,No
L00443,YouTube,MCOM,2025-01-11,Yes,No,1,4,Counselor_37,86,No
L00444,LinkedIn,MSC,2025-04-07,Yes,No,2,1,Counselor_13,36,No
L00445,Website,PGCP,2025-01-11,No,No,1,1,Counselor_41,38,No
L00446,Google Ads,PGDM,2025-04-27,No,No,0,0,Counselor_25,91,No
L00447,WhatsApp,BCA,2025-02-11,No,No,2,3,Counselor_1,95,No
L00448,WhatsApp,MSC,2025-02-23,Yes,Yes,5,0,Counselor_7,92,No
L00449,Google Ads,BCA,2025-04-23,Yes,Yes,4,5,Counselor_32,93,No
L00450,Website,MCA,2025-02-05,Yes,No,6,5,Counselor_26,24,No
L00451,WhatsApp,PGDM,2025-03-30,Yes,No,3,2,Counselor_2,63,No
L00452,Google Ads,MCOM,2025-02-05,No,No,2,5,Counselor_7,49,No
L00453,LinkedIn,MCOM,2025-04-06,Yes,No,3,5,Counselor_27,31,No
L00454,Referral,BCOM,2025-01-28,No,No,1,5,Counselor_32,86,No
L00455,Facebook,MBA,2025-03-07,No,No,0,2,Counselor_46,84,No
L00456,WhatsApp,MCA,2025-04-10,No,No,2,0,Counselor_12,44,No
L00457,Referral,MBA,2025-02-01,Yes,Yes,3,5,Counselor_13,55,No
L00458,Facebook,BCOM,2025-03-06,Yes,No,6,0,Counselor_16,67,No
L00459,YouTube,BA,2025-02-27,Yes,No,5,4,Counselor_23,64,No
L00460,LinkedIn,MCOM,2025-04-06,No,No,0,2,Counselor_2,69,No
L00461,Website,MCA,2025-04-20,Yes,No,2,5,Counselor_15,46,No
L00462,Google Ads,BSC,2025-02-22,Yes,No,6,0,Counselor_31,36,No
L00463,LinkedIn,BA,2025-04-13,Yes,Yes,3,5,Counselor_46,55,No
L00464,WhatsApp,PGCP,2025-04-20,Yes,Yes,4,2,Counselor_44,86,No
L00465,WhatsApp,BA,2025-01-14,Yes,No,3,4,Counselor_42,56,No
L00466,Google Ads,BSC,2025-01-14,Yes,Yes,3,5,Counselor_21,55,No
L00467,Google Ads,BSC,2025-04-02,No,No,2,2,Counselor_13,39,No
L00468,Referral,MBA,2025-04-14,No,No,2,3,Counselor_43,60,No
L00469,LinkedIn,MBA,2025-03-25,Yes,Yes,4,3,Counselor_25,24,No
L00470,Referral,PGDM,2025-04-03,No,No,2,4,Counselor_41,80,No
L00471,Facebook,BCA,2025-02-08,No,No,2,4,Counselor_12,57,No
L00472,Instagram,BCOM,2025-01-17,No,No,2,4,Counselor_49,43,No
L00473,Facebook,BSC,2025-01-12,Yes,Yes,3,3,Counselor_22,67,Yes
L00474,Google Ads,BCOM,2025-04-19,Yes,Yes,6,4,Counselor_38,29,No
L00475,YouTube,MA,2025-03-06,Yes,No,5,2,Counselor_27,26,No
L00476,LinkedIn,MCA,2025-01-26,Yes,No,4,1,Counselor_21,43,No
L00477,Instagram,BCOM,2025-02-12,Yes,Yes,6,0,Counselor_1,77,Yes
L00478,LinkedIn,BA,2025-04-08,Yes,No,1,1,Counselor_40,75,No
L00479,WhatsApp,PGCP,2025-02-24,No,No,1,0,Counselor_3,88,No
L00480,Referral,PGDM,2025-01-02,No,No,2,1,Counselor_2,20,No
L00481,Referral,MA,2025-03-30,No,No,1,1,Counselor_7,69,No
L00482,Google Ads,MCA,2025-01-09,No,No,1,2,Counselor_30,86,No
L00483,Facebook,PGCP,2025-04-24,Yes,Yes,4,2,Counselor_49,44,No
L00484,LinkedIn,PGCP,2025-01-03,Yes,No,2,1,Counselor_47,22,No
L00485,LinkedIn,MSC,2025-02-16,No,No,0,3,Counselor_41,52,No
L00486,Website,BA,2025-01-07,Yes,No,1,0,Counselor_45,34,No
L00487,WhatsApp,BCOM,2025-02-18,Yes,Yes,6,1,Counselor_14,21,No
L00488,Google Ads,PGCP,2025-03-26,Yes,Yes,5,4,Counselor_45,37,No
L00489,WhatsApp,MSC,2025-03-07,No,No,0,2,Counselor_8,33,No
L00490,YouTube,MA,2025-03-19,Yes,Yes,5,1,Counselor_23,72,Yes
L00491,Website,BCA,2025-03-05,No,No,2,3,Counselor_22,50,No
L00492,Website,MBA,2025-03-27,Yes,Yes,5,5,Counselor_32,39,No
L00493,Instagram,BCA,2025-01-10,No,No,0,2,Counselor_42,49,No
L00494,YouTube,MCOM,2025-02-03,Yes,Yes,2,0,Counselor_19,66,No
L00495,Facebook,PGCP,2025-04-05,Yes,No,1,0,Counselor_9,41,No
L00496,Facebook,PGDM,2025-04-25,Yes,No,6,0,Counselor_24,63,No
L00497,LinkedIn,MSC,2025-02-21,Yes,Yes,4,5,Counselor_31,73,No
L00498,LinkedIn,MSC,2025-01-17,Yes,Yes,2,0,Counselor_27,95,Yes
L00499,YouTube,MCA,2025-03-20,Yes,Yes,1,5,Counselor_47,36,No
L00500,YouTube,BCOM,2025-01-15,No,No,1,0,Counselor_5,53,No
L00501,Facebook,MBA,2025-04-01,No,No,2,5,Counselor_37,92,No
L00502,Referral,BSC,2025-04-22,Yes,Yes,6,4,Counselor_7,75,No
L00503,Referral,BCOM,2025-02-14,Yes,No,2,4,Counselor_40,26,No
L00504,Website,BSC,2025-04-30,Yes,No,4,1,Counselor_5,82,No
L00505,Facebook,MA,2025-02-12,No,No,0,4,Counselor_15,90,No
L00506,WhatsApp,PGCP,2025-04-15,Yes,Yes,5,3,Counselor_6,83,Yes
L00507,Instagram,BCOM,2025-04-06,Yes,Yes,4,0,Counselor_36,90,Yes
L00508,Instagram,BA,2025-03-21,Yes,No,5,1,Counselor_42,78,No
L00509,Facebook,PGDM,2025-04-16,Yes,Yes,4,2,Counselor_36,80,No
L00510,Facebook,BCOM,2025-01-15,Yes,No,1,2,Counselor_23,57,No
L00511,Facebook,MSC,2025-01-06,No,No,1,1,Counselor_46,72,No
L00512,Instagram,MCOM,2025-03-20,Yes,Yes,4,1,Counselor_30,44,No
L00513,Facebook,MSC,2025-04-07,Yes,No,6,4,Counselor_8,77,No
L00514,YouTube,BSC,2025-03-17,No,No,0,3,Counselor_1,87,No
L00515,Website,BCA,2025-04-30,Yes,Yes,5,1,Counselor_45,94,Yes
L00516,LinkedIn,MSC,2025-02-19,Yes,No,3,4,Counselor_25,73,No
L00517,Referral,MCOM,2025-02-20,No,No,1,3,Counselor_9,37,No
L00518,WhatsApp,BA,2025-03-31,No,No,2,2,Counselor_45,90,No
L00519,Facebook,BCA,2025-03-22,Yes,Yes,6,2,Counselor_44,64,No
L00520,LinkedIn,BSC,2025-01-23,Yes,No,3,5,Counselor_8,65,No
L00521,YouTube,BA,2025-03-15,No,No,2,3,Counselor_44,88,No
L00522,Google Ads,PGCP,2025-04-14,Yes,Yes,4,1,Counselor_4,27,No
L00523,Referral,MCOM,2025-04-07,No,No,1,5,Counselor_17,38,No
L00524,Website,MCOM,2025-01-27,No,No,0,2,Counselor_29,33,No
L00525,Referral,BSC,2025-03-13,Yes,Yes,6,2,Counselor_45,26,No
L00526,WhatsApp,PGCP,2025-02-23,No,No,2,2,Counselor_36,26,No
L00527,Website,MCOM,2025-01-26,Yes,No,4,1,Counselor_41,67,No
L00528,Referral,MA,2025-02-07,Yes,No,1,1,Counselor_12,85,No
L00529,Instagram,PGCP,2025-01-06,Yes,Yes,2,1,Counselor_38,52,No
L00530,Website,PGDM,2025-03-01,No,No,0,0,Counselor_10,61,No
L00531,Website,BSC,2025-03-20,No,No,1,3,Counselor_37,90,No
L00532,Facebook,MSC,2025-04-11,No,No,2,1,Counselor_12,86,No
L00533,Instagram,BCA,2025-01-21,Yes,Yes,1,2,Counselor_15,47,No
L00534,Facebook,PGDM,2025-02-16,Yes,No,5,4,Counselor_31,91,No
L00535,Website,MSC,2025-03-27,Yes,Yes,6,4,Counselor_40,51,No
L00536,Website,BSC,2025-04-24,Yes,No,1,3,Counselor_17,89,No
L00537,Google Ads,MBA,2025-04-27,Yes,No,5,4,Counselor_29,82,No
L00538,Website,MCOM,2025-04-25,Yes,Yes,1,0,Counselor_11,88,No
L00539,Instagram,MA,2025-03-27,Yes,Yes,6,3,Counselor_7,46,No
L00540,WhatsApp,BSC,2025-04-15,No,No,2,5,Counselor_10,23,No
L00541,YouTube,PGDM,2025-01-05,Yes,Yes,3,4,Counselor_5,93,No
L00542,Google Ads,PGCP,2025-02-19,Yes,Yes,3,0,Counselor_25,35,No
L00543,Website,BSC,2025-04-03,Yes,No,5,0,Counselor_45,29,No
L00544,Facebook,BCA,2025-01-14,Yes,No,5,0,Counselor_19,76,No
L00545,WhatsApp,PGCP,2025-04-16,Yes,Yes,5,1,Counselor_9,70,No
L00546,Google Ads,BSC,2025-01-19,Yes,No,6,5,Counselor_24,21,No
L00547,LinkedIn,MSC,2025-01-06,Yes,Yes,5,4,Counselor_6,59,No
L00548,Referral,PGDM,2025-01-28,Yes,No,5,1,Counselor_11,43,No
L00549,Referral,BA,2025-04-17,Yes,Yes,6,4,Counselor_4,90,Yes
L00550,Instagram,MCOM,2025-03-27,Yes,Yes,6,4,Counselor_32,62,Yes
L00551,Referral,MSC,2025-02-06,Yes,No,3,3,Counselor_29,62,No
L00552,Google Ads,BA,2025-01-20,Yes,Yes,3,3,Counselor_11,20,No
L00553,Facebook,MA,2025-04-11,Yes,No,4,2,Counselor_24,37,No
L00554,Facebook,BCOM,2025-03-01,Yes,No,4,4,Counselor_7,42,No
L00555,Instagram,MCOM,2025-04-20,No,No,2,1,Counselor_17,29,No
L00556,Instagram,MBA,2025-04-19,Yes,Yes,5,4,Counselor_26,95,Yes
L00557,Website,BCA,2025-02-03,Yes,No,4,5,Counselor_50,39,No
L00558,Facebook,PGCP,2025-01-29,No,No,2,5,Counselor_19,37,No
L00559,YouTube,BCA,2025-03-07,Yes,Yes,1,5,Counselor_16,41,No
L00560,LinkedIn,BCOM,2025-01-21,Yes,No,6,1,Counselor_48,81,No
L00561,Facebook,MBA,2025-01-29,No,No,0,0,Counselor_17,67,No
L00562,Referral,MBA,2025-03-27,Yes,No,3,3,Counselor_31,78,No
L00563,Website,MBA,2025-03-25,Yes,No,5,5,Counselor_18,53,No
L00564,LinkedIn,PGCP,2025-03-25,Yes,Yes,1,4,Counselor_17,68,No
L00565,Referral,BCA,2025-02-21,Yes,No,4,3,Counselor_39,20,No
L00566,LinkedIn,BCOM,2025-01-22,Yes,Yes,3,1,Counselor_10,43,No
L00567,LinkedIn,PGDM,2025-03-19,No,No,0,5,Counselor_15,73,No
L00568,Facebook,MSC,2025-03-03,Yes,Yes,5,1,Counselor_42,72,Yes
L00569,Website,MCA,2025-03-15,Yes,Yes,5,0,Counselor_37,38,No
L00570,Website,MCA,2025-02-03,No,No,2,3,Counselor_39,92,No
L00571,Website,BSC,2025-04-16,Yes,Yes,4,4,Counselor_31,81,Yes
L00572,WhatsApp,BA,2025-01-19,No,No,0,4,Counselor_43,85,No
L00573,Google Ads,MCA,2025-04-03,Yes,No,5,4,Counselor_5,49,No
L00574,WhatsApp,PGCP,2025-01-17,Yes,Yes,5,5,Counselor_27,39,No
L00575,Instagram,MCA,2025-03-02,No,No,2,0,Counselor_35,84,No
L00576,Instagram,MSC,2025-03-03,Yes,No,5,0,Counselor_50,75,No
L00577,WhatsApp,PGDM,2025-04-22,Yes,Yes,2,3,Counselor_50,68,Yes
L00578,Instagram,PGCP,2025-01-18,Yes,No,1,2,Counselor_39,89,No
L00579,WhatsApp,MCOM,2025-01-25,Yes,No,1,4,Counselor_34,35,No
L00580,Website,PGCP,2025-03-25,Yes,No,4,2,Counselor_7,39,No
L00581,WhatsApp,BSC,2025-03-16,Yes,No,4,4,Counselor_24,55,No
L00582,WhatsApp,MA,2025-02-22,Yes,Yes,2,2,Counselor_36,91,Yes
L00583,Google Ads,BA,2025-02-14,No,No,1,5,Counselor_9,35,No
L00584,Referral,BCOM,2025-04-11,Yes,Yes,2,4,Counselor_26,63,No
L00585,Website,MCA,2025-02-19,No,No,0,0,Counselor_10,80,No
L00586,WhatsApp,MSC,2025-01-09,Yes,Yes,5,0,Counselor_47,69,No
L00587,WhatsApp,BA,2025-03-25,Yes,No,5,0,Counselor_50,42,No
L00588,YouTube,BCOM,2025-01-02,Yes,No,5,2,Counselor_13,24,No
L00589,Referral,BA,2025-01-22,Yes,Yes,6,0,Counselor_11,31,No
L00590,Google Ads,PGCP,2025-02-15,Yes,Yes,2,4,Counselor_1,28,No
L00591,Instagram,BCA,2025-02-06,No,No,2,4,Counselor_23,64,No
L00592,Google Ads,MA,2025-03-19,No,No,1,3,Counselor_37,20,No
L00593,Google Ads,MCA,2025-02-22,Yes,Yes,5,2,Counselor_22,34,No
L00594,Google Ads,BCA,2025-04-15,No,No,1,5,Counselor_29,68,No
L00595,YouTube,MA,2025-04-07,Yes,No,6,3,Counselor_38,23,No
L00596,YouTube,MSC,2025-02-03,Yes,No,2,5,Counselor_45,49,No
L00597,Facebook,PGCP,2025-02-15,Yes,Yes,3,1,Counselor_19,31,No
L00598,WhatsApp,BSC,2025-04-06,No,No,0,4,Counselor_12,80,No
L00599,Facebook,PGDM,2025-01-28,No,No,1,1,Counselor_48,44,No
L00600,YouTube,MA,2025-01-31,No,No,1,1,Counselor_15,45,No
L00601,Referral,BA,2025-02-15,Yes,Yes,1,5,Counselor_43,83,No
L00602,Website,BCOM,2025-02-17,Yes,Yes,5,2,Counselor_32,43,No
L00603,Google Ads,PGCP,2025-01-29,No,No,0,0,Counselor_34,74,No
L00604,YouTube,BCA,2025-01-05,Yes,Yes,6,1,Counselor_30,35,No
L00605,YouTube,PGDM,2025-03-30,Yes,No,4,4,Counselor_7,61,No
L00606,Facebook,BA,2025-04-21,Yes,Yes,2,2,Counselor_31,63,Yes
L00607,YouTube,PGCP,2025-01-27,Yes,No,3,3,Counselor_18,77,No
L00608,LinkedIn,BA,2025-01-17,No,No,2,1,Counselor_7,54,No
L00609,Referral,BCA,2025-02-25,No,No,0,1,Counselor_48,39,No
L00610,YouTube,MBA,2025-01-23,Yes,Yes,6,4,Counselor_35,60,No
L00611,YouTube,MCOM,2025-02-02,Yes,Yes,4,0,Counselor_45,40,No
L00612,Website,MA,2025-04-15,Yes,No,1,3,Counselor_48,62,No
L00613,Google Ads,PGDM,2025-02-16,Yes,No,3,2,Counselor_2,72,No
L00614,Instagram,PGDM,2025-04-22,Yes,No,5,4,Counselor_42,88,No
L00615,LinkedIn,MCOM,2025-02-15,Yes,Yes,6,3,Counselor_6,68,No
L00616,YouTube,BSC,2025-01-19,No,No,2,2,Counselor_27,93,No
L00617,WhatsApp,MSC,2025-01-11,Yes,Yes,3,5,Counselor_19,54,No
L00618,WhatsApp,MCOM,2025-04-24,Yes,No,3,5,Counselor_38,86,No
L00619,YouTube,PGCP,2025-01-22,Yes,Yes,6,1,Counselor_43,52,No
L00620,Instagram,MA,2025-01-22,Yes,Yes,4,4,Counselor_4,23,No
L00621,WhatsApp,BCA,2025-04-08,No,No,0,2,Counselor_40,39,No
L00622,Instagram,BSC,2025-04-30,No,No,1,1,Counselor_16,56,No
L00623,YouTube,BSC,2025-01-17,Yes,No,1,0,Counselor_43,65,No
L00624,Facebook,BCOM,2025-03-01,No,No,2,2,Counselor_36,76,No
L00625,LinkedIn,BCA,2025-01-23,Yes,Yes,6,5,Counselor_37,75,No
L00626,Google Ads,PGDM,2025-03-03,Yes,No,4,2,Counselor_24,72,No
L00627,Google Ads,MCA,2025-02-08,Yes,Yes,2,2,Counselor_19,80,No
L00628,YouTube,BCOM,2025-02-08,Yes,Yes,3,4,Counselor_15,20,No
L00629,Facebook,MA,2025-02-22,No,No,1,3,Counselor_16,40,No
L00630,WhatsApp,PGCP,2025-01-29,Yes,Yes,2,4,Counselor_49,54,No
L00631,Google Ads,BSC,2025-04-06,Yes,Yes,2,0,Counselor_12,37,No
L00632,Google Ads,MSC,2025-03-23,Yes,Yes,6,4,Counselor_32,44,No
L00633,Facebook,MBA,2025-01-20,Yes,Yes,2,0,Counselor_19,54,No
L00634,LinkedIn,BCOM,2025-04-04,Yes,Yes,1,3,Counselor_14,63,Yes
L00635,YouTube,PGDM,2025-03-01,Yes,Yes,1,1,Counselor_4,54,No
L00636,WhatsApp,MSC,2025-03-11,Yes,Yes,3,3,Counselor_1,35,No
L00637,Referral,PGCP,2025-04-09,No,No,0,5,Counselor_3,45,No
L00638,YouTube,MSC,2025-03-08,Yes,Yes,4,5,Counselor_20,61,Yes
L00639,Website,BCA,2025-03-08,Yes,Yes,3,1,Counselor_24,26,No
L00640,Referral,MSC,2025-01-31,Yes,Yes,2,2,Counselor_38,35,No
L00641,WhatsApp,MA,2025-01-02,No,No,2,5,Counselor_31,39,No
L00642,Facebook,MSC,2025-02-01,Yes,Yes,5,2,Counselor_49,27,No
L00643,Website,PGDM,2025-03-24,Yes,Yes,1,1,Counselor_32,49,No
L00644,Facebook,BCA,2025-04-11,Yes,Yes,4,5,Counselor_13,22,No
L00645,WhatsApp,PGDM,2025-04-03,Yes,No,4,5,Counselor_29,91,No
L00646,Google Ads,BCA,2025-03-31,Yes,Yes,5,2,Counselor_21,79,Yes
L00647,LinkedIn,MSC,2025-03-09,Yes,Yes,3,4,Counselor_24,78,Yes
L00648,WhatsApp,MCA,2025-04-24,Yes,No,5,1,Counselor_21,28,No
L00649,WhatsApp,MA,2025-03-09,Yes,No,2,4,Counselor_19,61,No
L00650,WhatsApp,BSC,2025-02-11,Yes,Yes,1,0,Counselor_9,42,No
L00651,Website,MA,2025-01-14,Yes,Yes,5,5,Counselor_25,82,No
L00652,Google Ads,MBA,2025-02-16,Yes,No,1,1,Counselor_42,82,No
L00653,Instagram,BCOM,2025-04-13,Yes,Yes,6,3,Counselor_24,27,No
L00654,Google Ads,BCA,2025-01-06,No,No,1,0,Counselor_14,86,No
L00655,Instagram,MSC,2025-04-03,Yes,Yes,2,4,Counselor_43,51,No
L00656,LinkedIn,BCA,2025-04-06,Yes,No,6,4,Counselor_23,78,No
L00657,WhatsApp,MSC,2025-01-22,No,No,2,3,Counselor_33,63,No
L00658,LinkedIn,BCA,2025-03-18,Yes,Yes,3,4,Counselor_21,67,Yes
L00659,WhatsApp,PGDM,2025-03-19,Yes,Yes,4,4,Counselor_48,52,No
L00660,Facebook,BCOM,2025-02-27,No,No,0,5,Counselor_3,56,No
L00661,Website,BCA,2025-01-18,No,No,1,0,Counselor_20,48,No
L00662,Referral,PGDM,2025-01-03,No,No,2,2,Counselor_36,85,No
